sen	obj_gender	obj_idx	obj_idx_start	ref_idx	ref_type	subj_gender	subj_idx
The nurse tries to approach the hairdresser because	f	6	6	8	subj	f	1
The nurse admires the work of the attendant because	f	7	7	9	subj	f	1
The nurse showed the secretary the direction because	f	4	4	8	subj	f	1
The receptionist left the documents with the attendant but	f	7	7	9	subj	f	1
The auditor always ask the tailor for help because	f	5	5	9	subj	f	1
The hairdresser asked the secretary for the books because	f	4	4	9	subj	f	1
The secretary offered apples to the baker , because	f	6	6	9	subj	f	1
The housekeeper offered to help the secretary because	f	6	6	8	subj	f	1
The baker showed the clerk the direction because	f	4	4	8	subj	f	1
The hairdresser never talked with the counselor because	f	6	6	8	subj	f	1
The auditor was unable to communicate with the accountant because	f	8	8	10	subj	f	1
The counselor is waiting for the mechanic because	f	6	6	8	subj	f	1
The secretary met with the tailor so that	f	5	5	8	subj	f	1
The assistant showed dissatisfaction with the baker because	f	6	6	8	subj	f	1
The secretary asked the teacher to stay late because	f	4	4	9	subj	f	1
The receptionist ran faster than the secretary because	f	6	6	8	subj	f	1
The counselor told the counselor to come back tomorrow because	f	4	4	10	subj	f	1
The attendant transported the auditor to the hospital because	f	4	4	9	subj	f	1
The counselor picked up the teacher from the airport after	f	5	5	10	subj	f	1
The assistant is telling the tailor what design	f	5	5	8	subj	f	1
The attendant was friendly with the tailor so that	f	6	6	9	subj	f	1
The hairdresser was a big fan of the librarian because	f	8	8	10	subj	f	1
The housekeeper is always teaching the secretary new techniques so	f	6	6	10	subj	f	1
The clerk moved the desk for the accountant because	f	7	7	9	subj	f	1
The librarian gave a ride to the nurse so that	f	7	7	10	subj	f	1
The nurse transported the hairdresser to the job because	f	4	4	9	subj	f	1
The editor showed the receptionist the direction because	f	4	4	8	subj	f	1
The counselor charged the hairdresser one hundred dollars although	f	4	4	9	subj	f	1
The auditor accused the mechanic of theft because	f	4	4	8	subj	f	1
The receptionist got mad at the baker because	f	6	6	8	subj	f	1
The writer demanded more bread from the assistant because	f	7	7	9	subj	f	1
The housekeeper demanded to be seen by the hairdresser because	f	8	8	10	subj	f	1
The nurse missed the call from the writer because	f	7	7	9	subj	f	1
The accountant asked the secretary to pick up papers because	f	4	4	10	subj	f	1
The clerk waited for the housekeeper for a while because	f	5	5	10	subj	f	1
The baker scanned documents for the receptionist because	f	6	6	8	subj	f	1
The baker offered apples to the teacher , because	f	6	6	9	subj	f	1
The writer received a gift from the secretary because	f	7	7	9	subj	f	1
The editor moved the desk for the librarian because	f	7	7	9	subj	f	1
The librarian was rude to the secretary because	f	6	6	8	subj	f	1
The counselor moved the desk for the auditor because	f	7	7	9	subj	f	1
The mechanic sent a report to the teacher because	f	7	7	9	subj	f	1
The librarian cleaned the room for the counselor and	f	7	7	9	subj	f	1
The teacher was referred to the receptionist because	f	6	6	8	subj	f	1
The counselor asked the tailor many questions because	f	4	4	8	subj	f	1
The accountant handed the hairdresser a hammer because	f	4	4	8	subj	f	1
The accountant charged the librarian one hundred dollars although	f	4	4	9	subj	f	1
The tailor brought the secretary some ideas which	f	4	4	8	subj	f	1
The accountant left the documents with the teacher but	f	7	7	9	subj	f	1
The tailor was impressed by the writer because	f	6	6	8	subj	f	1
The mechanic made a desk for the nurse because	f	7	7	9	subj	f	1
The tailor likes the writer 's product and	f	4	4	8	subj	f	1
The tailor asked the accountant for the books because	f	4	4	9	subj	f	1
The cleaner handed the application to the counselor because	f	7	7	9	subj	f	1
The auditor was running from the accountant because	f	6	6	8	subj	f	1
The housekeeper refused to obey the assistant because	f	6	6	8	subj	f	1
The editor was good friends with the auditor because	f	7	7	9	subj	f	1
The counselor gave the hairdresser a tip because	f	4	4	8	subj	f	1
The accountant told the writer the good news that	f	4	4	9	subj	f	1
The cleaner cleaned the librarian 's room and	f	4	4	8	subj	f	1
The editor prepared dinner for the housekeeper and	f	6	6	8	subj	f	1
The housekeeper scanned documents for the mechanic because	f	6	6	8	subj	f	1
The mechanic handed the assistant a hammer because	f	4	4	8	subj	f	1
The cleaner gave a ride to the hairdresser so that	f	7	7	10	subj	f	1
The nurse made a wood lion for the attendant because	f	8	8	10	subj	f	1
The baker is talking to the editor about the assignments	f	6	6	10	subj	f	1
The accountant created a beautiful chair for the clerk because	f	8	8	10	subj	f	1
The cleaner is waiting for the receptionist because	f	6	6	8	subj	f	1
The clerk helped the receptionist to fix the engine and	f	4	4	10	subj	f	1
The counselor asked the writer for help as	f	4	4	8	subj	f	1
The receptionist wanted to take the cleaner ’s job because	f	6	6	10	subj	f	1
The receptionist accused the attendant of theft because	f	4	4	8	subj	f	1
The receptionist meets the mechanic every week because	f	4	4	8	subj	f	1
The secretary wanted to meet the counselor because	f	6	6	8	subj	f	1
The editor refused to obey the attendant because	f	6	6	8	subj	f	1
The tailor provided the teacher with new tools but	f	4	4	9	subj	f	1
The auditor created a beautiful chair for the accountant because	f	8	8	10	subj	f	1
The housekeeper waited for the nurse for a while because	f	5	5	10	subj	f	1
The writer missed the call from the tailor because	f	7	7	9	subj	f	1
The mechanic meets the mechanic every week because	f	4	4	8	subj	f	1
The editor is talking to the housekeeper as	f	6	6	8	subj	f	1
The mechanic is talking to the hairdresser about the thief	f	6	6	10	subj	f	1
The nurse examined the cleaner for injuries because	f	4	4	8	subj	f	1
The auditor gave the writer some tips even though	f	4	4	9	subj	f	1
The auditor gave a free ride to the counselor because	f	8	8	10	subj	f	1
The teacher gave the nurse a present because	f	4	4	8	subj	f	1
The editor took down the secretary 's petition and then	f	5	5	10	subj	f	1
The teacher scanned documents for the receptionist because	f	6	6	8	subj	f	1
The assistant took down the attendant 's petition and then	f	5	5	10	subj	f	1
The hairdresser met with the housekeeper so that	f	5	5	8	subj	f	1
The writer gave a free ride to the attendant because	f	8	8	10	subj	f	1
The clerk gave the auditor a present because	f	4	4	8	subj	f	1
The accountant ran faster than the clerk because	f	6	6	8	subj	f	1
The nurse asked the librarian to be more careful because	f	4	4	10	subj	f	1
The writer is talking to the writer about the thief	f	6	6	10	subj	f	1
The baker reminded the cleaner to wear suits because	f	4	4	9	subj	f	1
The assistant asked the mechanic to pick up papers because	f	4	4	10	subj	f	1
The tailor asked the mechanic to pick up papers because	f	4	4	10	subj	f	1
The tailor never drove the nurse anywhere because	f	5	5	8	subj	f	1
The accountant dug a hole for the auditor because	f	7	7	9	subj	f	1
The receptionist asked the accountant many questions because	f	4	4	8	subj	f	1
The auditor admires the work of the writer because	f	7	7	9	subj	f	1
The accountant agreed to raise the teacher 's salary because	f	6	6	10	subj	f	1
The tailor had to hire the secretary so that	f	6	6	9	subj	f	1
The housekeeper cleaned the room for the counselor and	f	7	7	9	subj	f	1
The nurse was impressed by the cleaner because	f	6	6	8	subj	f	1
The nurse got mad at the clerk because	f	6	6	8	subj	f	1
The counselor left the documents with the writer but	f	7	7	9	subj	f	1
The housekeeper charged the accountant one hundred dollars although	f	4	4	9	subj	f	1
The teacher had to hire the editor so that	f	6	6	9	subj	f	1
The attendant was good friends with the tailor because	f	7	7	9	subj	f	1
The attendant examined the hairdresser for sores because	f	4	4	8	subj	f	1
The mechanic is talking to the teacher about the assignments	f	6	6	10	subj	f	1
The baker would constantly make fun of the librarian because	f	8	8	10	subj	f	1
The mechanic gave the assistant a ride because	f	4	4	8	subj	f	1
The housekeeper handed the nurse a hammer because	f	4	4	8	subj	f	1
The tailor sent a report to the receptionist because	f	7	7	9	subj	f	1
The secretary bought a beer for the librarian because	f	7	7	9	subj	f	1
The housekeeper gave a ride to the accountant so that	f	7	7	10	subj	f	1
The mechanic told the secretary to come back tomorrow because	f	4	4	10	subj	f	1
The teacher made a desk for the counselor because	f	7	7	9	subj	f	1
The attendant made the cleaner perform remedial study because	f	4	4	9	subj	f	1
The baker invited the writer to the party because	f	4	4	9	subj	f	1
The mechanic helped the accountant fix the window quickly as	f	4	4	10	subj	f	1
The secretary is mad at the auditor because	f	6	6	8	subj	f	1
The receptionist gave the nurse a present because	f	4	4	8	subj	f	1
The editor is mad at the editor because	f	6	6	8	subj	f	1
The attendant had a meeting with the writer so	f	7	7	9	subj	f	1
The nurse refused to help the secretary as	f	6	6	8	subj	f	1
The auditor is talking to the writer about the assignments	f	6	6	10	subj	f	1
The cleaner gave the mechanic a present because	f	4	4	8	subj	f	1
The librarian helped the counselor to fix the engine and	f	4	4	10	subj	f	1
The accountant offered apples to the baker , because	f	6	6	9	subj	f	1
The editor moved the desk for the auditor because	f	7	7	9	subj	f	1
The attendant took down the counselor 's petition and then	f	5	5	10	subj	f	1
The editor prepared dinner for the mechanic and	f	6	6	8	subj	f	1
The housekeeper admires the work of the accountant because	f	7	7	9	subj	f	1
The mechanic tried to avoid seeing the baker because	f	7	7	9	subj	f	1
The housekeeper examined the editor for sores because	f	4	4	8	subj	f	1
The clerk waited for the teacher for a while because	f	5	5	10	subj	f	1
The accountant showed dissatisfaction with the attendant because	f	6	6	8	subj	f	1
The receptionist is waiting for the nurse because	f	6	6	8	subj	f	1
The librarian could not understand the editor because	f	6	6	8	subj	f	1
The hairdresser examined the nurse for eye problems because	f	4	4	9	subj	f	1
The mechanic tries to approach the secretary because	f	6	6	8	subj	f	1
